Empoyee_No,Empoyee_Name,FirstName,LastName,JobGrade,Contract_Type,Birthday,Status,Sex,Age,Update_DT,Create_DT
AB0480,Dalton White,Dalton,White,18,C,1970-03-02,Single,Male,38,2019-10-08,2018-01-21
AB0481,Lucille Gulgowski,Lucille,Gulgowski,20,P,1959-07-26,Marry,Male,43,2019-04-04,2018-12-04
AB0482,Cleveland Mraz,Cleveland,Mraz,15,C,1984-08-21,Single,Male,40,2019-05-12,2018-11-25
AB0483,Arlinda Tromp,Arlinda,Tromp,16,P,1995-07-30,Single,Female,40,2019-06-02,2018-04-30
AB0484,Alvaro Sanford,Alvaro,Sanford,20,C,1964-01-22,Marry,Male,48,2019-08-16,2018-12-18
AB0485,Johnie Renner,Johnie,Renner,18,P,1992-12-16,Marry,Female,38,2019-05-17,2018-05-07
AB0486,Maren Ryan,Maren,Ryan,16,C,1981-05-01,Single,Male,29,2019-06-07,2018-02-14
AB0487,Concha Beer,Concha,Beer,16,C,1988-08-26,Marry,Female,32,2019-07-25,2018-10-02
AB0488,Chance West,Chance,West,10,C,1987-10-14,Marry,Male,44,2019-04-14,2018-12-07
AB0489,Hubert Wisoky,Hubert,Wisoky,12,C,1995-03-19,Single,Male,29,2019-03-09,2018-02-12
AB0490,Brandie Legros,Brandie,Legros,17,P,1976-08-05,Marry,Male,29,2019-05-18,2018-12-20
AB0491,Jewel Stracke,Jewel,Stracke,15,P,1977-10-21,Marry,Male,48,2019-02-06,2018-04-22
AB0492,Bobbi Heathcote,Bobbi,Heathcote,15,C,1974-10-10,Single,Female,32,2019-04-07,2018-06-19
AB0493,Hiroko Oberbrunner,Hiroko,Oberbrunner,11,P,1966-04-22,Marry,Male,50,2019-12-05,2018-05-17
AB0494,Harris Wisoky,Harris,Wisoky,12,C,1983-12-21,Single,Male,34,2019-01-17,2018-06-09
AB0495,Clifford Leffler,Clifford,Leffler,12,P,1961-03-08,Marry,Male,30,2019-08-11,2018-02-06
AB0496,Emelina Crooks,Emelina,Crooks,13,C,1967-09-22,Single,Male,39,2019-10-03,2018-07-14
AB0497,Gail Heller,Gail,Heller,13,P,1979-10-17,Single,Female,43,2019-02-26,2018-09-04
AB0498,Eldridge West,Eldridge,West,16,P,1988-10-05,Single,Male,44,2019-11-23,2018-12-12
AB0499,Beckie Jacobson,Beckie,Jacobson,12,C,1986-11-07,Marry,Male,43,2019-04-02,2018-01-29
AB0500,Grover Littel,Grover,Littel,13,C,1994-06-09,Marry,Male,36,2019-11-25,2018-07-27
AB0501,Desmond Graham,Desmond,Graham,10,P,1994-12-26,Single,Female,30,2019-01-17,2018-04-23
AB0502,Enriqueta Hessel,Enriqueta,Hessel,15,P,1957-10-12,Marry,Male,35,2019-08-31,2018-11-24
AB0503,Brinda Torp,Brinda,Torp,19,P,1983-11-01,Single,Female,31,2019-05-02,2018-08-03
AB0504,Lashon Treutel,Lashon,Treutel,16,P,1965-02-21,Single,Male,50,2019-12-14,2018-03-19
AB0505,Donnell Gerlach,Donnell,Gerlach,13,P,1977-10-17,Marry,Female,32,2019-10-06,2018-08-04
AB0506,Elbert Reinger,Elbert,Reinger,15,P,1960-12-27,Single,Male,33,2019-03-07,2018-05-29
AB0507,Mallory Fadel,Mallory,Fadel,13,C,1991-05-13,Single,Male,45,2019-10-06,2018-11-01
AB0508,Sherron Windler,Sherron,Windler,15,P,1992-08-01,Single,Female,28,2019-09-28,2018-08-16
AB0509,Major Borer,Major,Borer,10,P,1966-07-05,Marry,Female,45,2019-10-20,2018-07-25
AB0510,Janelle Friesen,Janelle,Friesen,15,P,1986-08-02,Marry,Female,37,2019-07-01,2018-06-07
AB0511,Chieko Watsica,Chieko,Watsica,15,P,1963-10-18,Marry,Male,30,2019-03-05,2018-10-12
AB0512,Kaylee Jenkins,Kaylee,Jenkins,13,C,1967-06-13,Single,Female,38,2019-06-09,2018-05-30
AB0513,Melody Bergnaum,Melody,Bergnaum,20,C,1980-07-31,Single,Female,42,2019-09-28,2018-07-17
AB0514,Delana Jakubowski,Delana,Jakubowski,13,P,1996-04-09,Single,Male,29,2019-06-27,2018-09-18
AB0515,Octavia Goodwin,Octavia,Goodwin,13,C,1957-08-31,Single,Male,50,2019-03-16,2018-01-09
AB0516,Erick Cruickshank,Erick,Cruickshank,20,P,1972-10-02,Single,Male,35,2019-05-25,2018-01-22
AB0517,Kathrine Morar,Kathrine,Morar,15,C,1987-04-16,Marry,Male,27,2019-11-20,2018-03-23
AB0518,Ayanna Gibson,Ayanna,Gibson,11,P,1964-09-30,Marry,Male,49,2019-10-10,2018-08-21
AB0519,Jeannie Berge,Jeannie,Berge,18,P,1979-03-10,Single,Female,36,2019-09-05,2018-01-24
AB0520,Dawne Predovic,Dawne,Predovic,18,P,1974-03-23,Single,Male,29,2019-10-07,2018-02-18
AB0521,Heide Schuppe,Heide,Schuppe,15,P,1971-04-19,Marry,Female,39,2019-11-21,2018-11-28
AB0522,Niesha Cronin,Niesha,Cronin,10,C,1969-02-03,Single,Male,38,2019-02-07,2018-08-05
AB0523,Erasmo Glover,Erasmo,Glover,17,P,1978-10-23,Marry,Female,34,2019-04-17,2018-05-08
AB0524,Bette Weimann,Bette,Weimann,15,C,1972-08-07,Single,Male,49,2019-05-17,2018-02-23
AB0525,Guillermo Runolfsson,Guillermo,Runolfsson,20,P,1958-05-07,Single,Female,45,2019-12-12,2018-02-21
AB0526,Julio Witting,Julio,Witting,16,C,1963-12-02,Single,Male,45,2019-05-11,2018-07-23
AB0527,Odilia Treutel,Odilia,Treutel,14,P,1996-05-02,Single,Female,46,2019-06-11,2018-08-17
AB0528,Kaila Friesen,Kaila,Friesen,17,C,1958-08-06,Single,Female,31,2019-12-20,2018-07-31
AB0529,Mariella Smith,Mariella,Smith,14,P,1960-03-16,Single,Female,46,2019-05-12,2018-10-13
AB0530,Karry Donnelly,Karry,Donnelly,18,C,1961-01-21,Single,Female,47,2019-07-25,2018-01-08
AB0531,Betty Marvin,Betty,Marvin,14,P,1993-07-06,Marry,Female,31,2019-07-18,2018-08-13
AB0532,Truman Weimann,Truman,Weimann,10,C,1992-12-13,Marry,Male,43,2019-07-06,2018-12-30
AB0533,Grover Pfannerstill,Grover,Pfannerstill,12,P,1992-12-28,Marry,Female,28,2019-01-13,2018-01-16
AB0534,Merilyn Lang,Merilyn,Lang,15,C,1959-03-28,Single,Female,49,2019-03-31,2018-10-27
AB0535,Wilda Muller,Wilda,Muller,12,P,1973-03-21,Marry,Female,35,2019-04-15,2018-10-17
AB0536,Harry Mante,Harry,Mante,12,C,1984-03-07,Marry,Female,28,2019-10-19,2018-05-06
AB0537,Hellen Schiller,Hellen,Schiller,10,C,1970-06-25,Marry,Female,39,2019-03-06,2018-10-29
AB0538,Gerry Bode,Gerry,Bode,20,P,1994-11-07,Marry,Male,28,2019-06-17,2018-10-22
AB0539,Ramonita Bashirian,Ramonita,Bashirian,14,P,1972-07-18,Marry,Male,33,2019-05-03,2018-01-29
AB0540,Glennie Waters,Glennie,Waters,11,C,1975-10-04,Marry,Male,37,2019-02-09,2018-11-08
AB0541,Harley Kozey,Harley,Kozey,13,C,1993-12-13,Marry,Female,43,2019-04-30,2018-08-11
AB0542,Arlen Greenfelder,Arlen,Greenfelder,15,C,1979-07-31,Marry,Male,41,2019-05-23,2018-08-26
AB0543,Cruz MacGyver,Cruz,MacGyver,20,P,1981-04-23,Marry,Male,45,2019-10-26,2018-04-02
AB0544,Frederick Witting,Frederick,Witting,20,C,1963-06-14,Marry,Male,41,2019-06-14,2018-12-23
AB0545,Melvina Jenkins,Melvina,Jenkins,15,P,1969-02-26,Single,Male,37,2019-03-31,2018-11-07
AB0546,Buford Hessel,Buford,Hessel,13,P,1977-09-21,Marry,Male,46,2019-01-21,2018-07-04
AB0547,Ollie Rohan,Ollie,Rohan,12,P,1973-06-21,Single,Male,46,2019-05-25,2018-06-07
AB0548,Patience Hessel,Patience,Hessel,17,P,1963-08-04,Single,Female,39,2019-08-16,2018-03-31
AB0549,Jermaine Rempel,Jermaine,Rempel,15,C,1960-12-27,Single,Female,45,2019-12-17,2018-11-16
AB0550,Kyle Mertz,Kyle,Mertz,12,C,1966-01-28,Marry,Male,48,2019-10-27,2018-06-22
AB0551,Arron Stiedemann,Arron,Stiedemann,11,C,1992-02-27,Single,Female,35,2019-07-30,2018-08-14
AB0552,Jenna Morar,Jenna,Morar,14,C,1982-02-01,Single,Male,36,2019-12-05,2018-05-31
AB0553,Heriberto Paucek,Heriberto,Paucek,10,C,1977-11-17,Marry,Female,38,2019-05-21,2018-04-22
AB0554,Alton Bartoletti,Alton,Bartoletti,15,C,1957-08-28,Single,Female,39,2019-04-08,2018-06-13
AB0555,Bettie Heaney,Bettie,Heaney,20,P,1983-01-10,Single,Female,37,2019-05-26,2018-10-21
AB0556,Arlene Kertzmann,Arlene,Kertzmann,13,P,1985-01-14,Marry,Female,45,2019-11-22,2018-10-20
AB0557,Jeanice O'Keefe,Jeanice,O'Keefe,13,P,1964-08-14,Single,Female,36,2019-11-17,2018-06-05
AB0558,Robt Shields,Robt,Shields,19,P,1994-07-27,Marry,Female,48,2019-08-20,2018-02-27
AB0559,Hipolito Nicolas,Hipolito,Nicolas,15,P,1973-02-08,Marry,Male,36,2019-03-12,2018-04-04
AB0560,Maryetta Boehm,Maryetta,Boehm,13,P,1959-01-01,Marry,Female,35,2019-03-30,2018-01-27
AB0561,Sherika Yost,Sherika,Yost,13,C,1978-10-01,Single,Male,40,2019-07-18,2018-11-03
AB0562,Guillermina Cartwright,Guillermina,Cartwright,12,P,1996-05-25,Marry,Male,40,2019-03-23,2018-07-05
AB0563,Cedrick Simonis,Cedrick,Simonis,13,P,1977-07-15,Marry,Female,28,2019-10-10,2018-05-13
AB0564,Lurline Gusikowski,Lurline,Gusikowski,13,C,1964-08-02,Single,Female,29,2019-06-28,2018-06-10
AB0565,Lily Corwin,Lily,Corwin,16,C,1986-06-22,Single,Female,34,2019-10-31,2018-05-14
AB0566,Otilia Batz,Otilia,Batz,12,P,1988-09-18,Marry,Female,45,2019-08-28,2018-05-21
AB0567,Jason Streich,Jason,Streich,16,C,1991-03-20,Marry,Male,44,2019-07-07,2018-08-26
AB0568,Jovita White,Jovita,White,20,P,1974-03-02,Marry,Female,37,2019-03-17,2018-06-14
AB0569,Merrie Harber,Merrie,Harber,14,P,1987-02-16,Marry,Female,43,2019-09-26,2018-11-04
AB0570,Emery Pacocha,Emery,Pacocha,17,P,1973-06-28,Single,Female,28,2019-12-21,2018-08-15
AB0571,Alan Dooley,Alan,Dooley,20,P,1990-07-06,Marry,Female,30,2019-09-15,2018-06-16
AB0572,Tommy Little,Tommy,Little,17,P,1964-11-21,Single,Female,48,2019-07-10,2018-03-08
AB0573,Branden Rutherford,Branden,Rutherford,15,C,1982-03-03,Marry,Female,34,2019-12-26,2018-12-04
AB0574,Glenda Strosin,Glenda,Strosin,18,C,1985-12-01,Single,Female,28,2019-02-15,2018-06-12
AB0575,Marielle Yundt,Marielle,Yundt,20,P,1981-02-28,Single,Male,31,2019-11-02,2018-10-11
AB0576,Carlo Fritsch,Carlo,Fritsch,18,C,1983-03-30,Marry,Female,46,2019-10-20,2018-04-23
AB0577,Eladia Fritsch,Eladia,Fritsch,12,C,1993-10-21,Marry,Female,32,2019-07-08,2018-12-19
AB0578,Noel Renner,Noel,Renner,14,P,1983-11-14,Single,Male,39,2019-05-19,2018-03-03
AB0579,Sung Kessler,Sung,Kessler,12,P,1992-10-22,Marry,Female,44,2019-07-13,2018-07-27
AB0580,Chad Gusikowski,Chad,Gusikowski,16,P,1981-05-31,Single,Male,43,2019-09-11,2018-07-07
AB0581,Malcolm Botsford,Malcolm,Botsford,11,C,1981-05-24,Single,Male,39,2019-01-03,2018-12-18
AB0582,Rolando Labadie,Rolando,Labadie,20,P,1969-05-19,Marry,Female,37,2019-08-01,2018-11-28
AB0583,Kerry Stokes,Kerry,Stokes,14,C,1992-06-01,Single,Female,36,2019-03-30,2018-01-28
AB0584,Solange Tromp,Solange,Tromp,19,P,1965-12-31,Marry,Male,34,2019-09-11,2018-12-22
AB0585,Pauletta Spencer,Pauletta,Spencer,12,C,1962-09-11,Marry,Female,41,2019-11-16,2018-01-06
AB0586,Gretta Tremblay,Gretta,Tremblay,19,C,1967-11-22,Single,Male,43,2019-04-11,2018-07-29
AB0587,Cyrus Stark,Cyrus,Stark,20,C,1985-07-22,Marry,Male,32,2019-04-15,2018-12-04
AB0588,Elizbeth O'Conner,Elizbeth,O'Conner,18,C,1974-06-13,Single,Female,28,2019-02-06,2018-08-17
AB0589,Eusebio Runolfsson,Eusebio,Runolfsson,15,P,1994-06-13,Marry,Female,40,2019-02-01,2018-01-27
AB0590,Hoa Hagenes,Hoa,Hagenes,10,P,1964-07-08,Single,Male,45,2019-01-25,2018-02-13
AB0591,Bart Koss,Bart,Koss,20,C,1977-11-16,Single,Female,50,2019-01-02,2018-09-25
AB0592,Jessenia Buckridge,Jessenia,Buckridge,15,C,1991-10-29,Single,Male,44,2019-01-09,2018-09-08
AB0593,Miles Kirlin,Miles,Kirlin,15,P,1974-11-18,Single,Male,29,2019-05-12,2018-03-06
AB0594,Theresia Predovic,Theresia,Predovic,17,C,1996-09-16,Single,Female,31,2019-05-10,2018-07-18
AB0595,Philip Lockman,Philip,Lockman,15,P,1979-04-20,Marry,Female,36,2019-02-03,2018-11-22
AB0596,Brain Jones,Brain,Jones,18,C,1990-03-09,Marry,Male,37,2019-07-01,2018-06-22
AB0597,Gregg Carroll,Gregg,Carroll,11,P,1978-04-21,Single,Male,46,2019-10-09,2018-01-06
AB0598,Velma Rau,Velma,Rau,19,C,1974-02-23,Marry,Male,36,2019-03-02,2018-03-24
AB0599,Garland Braun,Garland,Braun,15,C,1976-01-28,Marry,Female,48,2019-11-05,2018-05-21
AB0600,Tamesha Ziemann,Tamesha,Ziemann,16,C,1974-12-25,Single,Male,44,2019-09-26,2018-10-16
AB0601,Roman Wolf,Roman,Wolf,10,C,1987-07-04,Marry,Female,49,2019-04-06,2018-05-23
AB0602,Delia Haag,Delia,Haag,11,C,1982-06-13,Single,Female,32,2019-11-26,2018-01-21
AB0603,Cindy Braun,Cindy,Braun,12,P,1962-04-10,Single,Female,45,2019-04-25,2018-01-19
AB0604,Brock Stehr,Brock,Stehr,14,P,1995-10-18,Single,Female,44,2019-11-23,2018-10-03
AB0605,Carolyn Rice,Carolyn,Rice,20,P,1958-03-29,Single,Male,45,2019-02-22,2018-02-19
AB0606,Nick Balistreri,Nick,Balistreri,18,C,1987-03-20,Marry,Male,30,2019-10-24,2018-07-04
AB0607,Ervin Renner,Ervin,Renner,14,C,1990-03-08,Single,Female,31,2019-10-25,2018-08-12
AB0608,Kaila Greenholt,Kaila,Greenholt,19,C,1976-10-03,Marry,Male,27,2019-12-18,2018-05-02
AB0609,Raleigh Leannon,Raleigh,Leannon,17,P,1996-08-16,Marry,Female,28,2019-07-02,2018-04-25
AB0610,Stephen Maggio,Stephen,Maggio,18,P,1995-09-03,Single,Female,31,2019-04-01,2018-12-02
AB0611,Lindsay Casper,Lindsay,Casper,13,P,1972-07-09,Marry,Male,46,2019-07-26,2018-07-31
AB0612,Orval Borer,Orval,Borer,16,P,1965-12-20,Marry,Female,41,2019-01-02,2018-08-31
AB0613,Maybelle Rodriguez,Maybelle,Rodriguez,17,P,1981-03-02,Marry,Female,40,2019-06-01,2018-08-12
AB0614,Quyen Kris,Quyen,Kris,16,C,1994-06-18,Marry,Female,41,2019-05-16,2018-04-12
AB0615,Piper Hansen,Piper,Hansen,13,P,1979-06-20,Marry,Male,33,2019-08-31,2018-07-13
AB0616,Wava Schowalter,Wava,Schowalter,14,P,1962-10-14,Single,Male,29,2019-06-25,2018-12-11
AB0617,Calista O'Reilly,Calista,O'Reilly,18,P,1965-06-01,Marry,Female,49,2019-08-11,2018-05-13
AB0618,Cornell Kuhlman,Cornell,Kuhlman,12,P,1970-01-25,Single,Male,41,2019-11-12,2018-01-16
AB0619,Charissa Smith,Charissa,Smith,15,C,1985-07-14,Marry,Male,47,2019-03-01,2018-12-27
AB0620,Winford Hirthe,Winford,Hirthe,10,P,1958-09-22,Marry,Male,30,2019-10-05,2018-02-22
AB0621,Justa Wehner,Justa,Wehner,17,P,1962-02-07,Marry,Female,34,2019-07-19,2018-05-31
AB0622,Basil Greenholt,Basil,Greenholt,20,P,1968-04-19,Single,Female,49,2019-08-23,2018-11-23
AB0623,Chris Jacobi,Chris,Jacobi,15,C,1990-10-22,Marry,Female,46,2019-10-19,2018-11-01
AB0624,Tamra Becker,Tamra,Becker,18,P,1964-05-28,Marry,Female,38,2019-01-06,2018-09-24
AB0625,Kassandra Anderson,Kassandra,Anderson,18,C,1973-04-14,Marry,Female,27,2019-03-04,2018-01-02
AB0626,Ione Gerhold,Ione,Gerhold,14,P,1963-01-20,Single,Male,40,2019-10-05,2018-06-19
AB0627,Chara Cummings,Chara,Cummings,11,C,1976-05-08,Single,Female,29,2019-04-09,2018-02-23
AB0628,Jacinda Wilkinson,Jacinda,Wilkinson,15,P,1962-02-27,Marry,Male,48,2019-03-14,2018-10-14
AB0629,Roberto Weimann,Roberto,Weimann,14,C,1968-11-04,Single,Male,36,2019-12-09,2018-02-25
AB0630,Alberta Carroll,Alberta,Carroll,19,C,1967-11-23,Single,Female,41,2019-06-10,2018-01-31
AB0631,Piper Greenholt,Piper,Greenholt,18,P,1994-12-26,Marry,Male,49,2019-08-04,2018-01-01
AB0632,Lawrence Conn,Lawrence,Conn,12,P,1974-11-16,Marry,Male,46,2019-08-27,2018-08-20
AB0633,Antony Hessel,Antony,Hessel,14,P,1989-07-19,Marry,Male,31,2019-10-19,2018-05-07
AB0634,Mindy Morissette,Mindy,Morissette,15,C,1981-06-20,Marry,Female,43,2019-02-21,2018-12-30
AB0635,Ambrose Turner,Ambrose,Turner,10,C,1961-08-23,Marry,Male,30,2019-02-02,2018-02-07
AB0636,Eve Gutkowski,Eve,Gutkowski,18,P,1969-06-14,Single,Female,42,2019-08-11,2018-07-18
AB0637,Mora Kozey,Mora,Kozey,14,C,1994-10-18,Marry,Male,37,2019-12-18,2018-05-26
AB0638,Gustavo Kuvalis,Gustavo,Kuvalis,11,C,1982-02-13,Marry,Female,46,2019-10-14,2018-11-01
AB0639,Maryjane Mitchell,Maryjane,Mitchell,17,C,1992-02-14,Single,Male,33,2019-12-23,2018-05-02
AB0640,Wilber Dietrich,Wilber,Dietrich,20,P,1970-02-26,Marry,Male,40,2019-09-28,2018-12-08
AB0641,Laurence Pouros,Laurence,Pouros,10,P,1989-04-22,Single,Male,38,2019-04-26,2018-06-11
AB0642,Cecily Mitchell,Cecily,Mitchell,20,C,1982-02-25,Single,Male,36,2019-02-18,2018-02-07
AB0643,Roy Maggio,Roy,Maggio,13,C,1995-02-20,Marry,Female,33,2019-10-03,2018-10-16
AB0644,Kenda Rutherford,Kenda,Rutherford,19,P,1986-09-20,Single,Male,41,2019-03-26,2018-03-22
AB0645,Benedict Mertz,Benedict,Mertz,15,C,1982-02-01,Marry,Male,35,2019-05-09,2018-08-04
AB0646,Sarai Lesch,Sarai,Lesch,10,C,1990-06-25,Marry,Male,27,2019-01-08,2018-11-29
AB0647,Ida Christiansen,Ida,Christiansen,16,C,1968-10-18,Single,Male,27,2019-03-18,2018-07-27
AB0648,Roosevelt Hammes,Roosevelt,Hammes,12,C,1968-08-04,Marry,Male,41,2019-03-11,2018-11-17
AB0649,Kasandra VonRueden,Kasandra,VonRueden,11,C,1994-09-21,Marry,Male,47,2019-07-30,2018-12-01
AB0650,Shanon Stanton,Shanon,Stanton,14,P,1965-09-29,Marry,Female,46,2019-08-14,2018-02-28
AB0651,Williemae Hessel,Williemae,Hessel,17,P,1964-03-01,Single,Female,33,2019-10-09,2018-10-07
AB0652,Eleanore Tromp,Eleanore,Tromp,17,P,1976-10-22,Single,Female,50,2019-05-10,2018-06-04
AB0653,Clifton Rodriguez,Clifton,Rodriguez,10,P,1975-06-12,Single,Male,44,2019-09-19,2018-05-19
AB0654,Gay Osinski,Gay,Osinski,14,C,1995-10-18,Single,Male,41,2019-09-02,2018-06-09
AB0655,Leigh West,Leigh,West,13,C,1984-04-14,Single,Female,46,2019-07-23,2018-10-12
AB0656,Suzan Lueilwitz,Suzan,Lueilwitz,15,C,1962-12-20,Single,Male,42,2019-10-06,2018-07-05
AB0657,Shaquana Kunde,Shaquana,Kunde,14,C,1994-02-06,Single,Female,44,2019-11-21,2018-04-05
AB0658,Daphine Schamberger,Daphine,Schamberger,20,P,1976-12-29,Single,Female,32,2019-08-17,2018-04-15
AB0659,Lolita Reilly,Lolita,Reilly,15,C,1982-08-19,Single,Female,44,2019-11-30,2018-06-29
AB0660,Pricilla Swift,Pricilla,Swift,15,P,1980-01-30,Marry,Female,45,2019-09-15,2018-01-08
AB0661,Napoleon Donnelly,Napoleon,Donnelly,13,C,1971-03-01,Single,Male,46,2019-09-17,2018-09-07
AB0662,Philomena Jones,Philomena,Jones,14,C,1957-03-05,Single,Female,49,2019-07-11,2018-03-12
AB0663,Lenny Waelchi,Lenny,Waelchi,12,P,1988-07-01,Marry,Female,42,2019-10-21,2018-07-02
AB0664,Kenyetta Block,Kenyetta,Block,15,P,1986-02-05,Marry,Male,34,2019-07-06,2018-06-08
AB0665,Travis Gusikowski,Travis,Gusikowski,10,P,1985-08-27,Marry,Female,35,2019-12-05,2018-10-16
AB0666,Rob Wunsch,Rob,Wunsch,10,P,1979-01-23,Single,Male,35,2019-11-04,2018-11-18
AB0667,Darius Jacobi,Darius,Jacobi,15,C,1993-09-28,Single,Male,40,2019-01-20,2018-12-30
AB0668,Dane Barton,Dane,Barton,20,C,1996-09-04,Single,Male,37,2019-08-02,2018-06-20
AB0669,Bula Pollich,Bula,Pollich,16,C,1967-07-20,Marry,Female,33,2019-12-31,2018-08-05
AB0670,Blondell Runte,Blondell,Runte,13,C,1991-11-17,Marry,Female,27,2019-09-03,2018-09-29
AB0671,Carson Smith,Carson,Smith,13,P,1963-01-03,Marry,Female,38,2019-09-27,2018-04-23
AB0672,Hertha Mante,Hertha,Mante,14,P,1975-01-03,Marry,Female,38,2019-05-14,2018-06-22
AB0673,Nobuko Parisian,Nobuko,Parisian,20,C,1967-01-09,Marry,Male,40,2019-05-23,2018-02-02
AB0674,Cami Krajcik,Cami,Krajcik,18,C,1996-05-06,Marry,Male,45,2019-03-12,2018-09-17
AB0675,Kai Shields,Kai,Shields,18,C,1990-08-30,Marry,Female,49,2019-10-11,2018-02-13
AB0676,Shane Kihn,Shane,Kihn,18,C,1965-07-09,Single,Female,39,2019-09-19,2018-10-26
AB0677,Alissa Medhurst,Alissa,Medhurst,15,C,1968-04-08,Single,Female,48,2019-11-05,2018-01-31
AB0678,Kellee Lockman,Kellee,Lockman,14,C,1976-03-16,Single,Male,40,2019-02-19,2018-10-03
AB0679,Efren Kunde,Efren,Kunde,19,P,1964-03-06,Single,Male,31,2019-02-05,2018-08-15
AB0680,Marvis Hermiston,Marvis,Hermiston,16,P,1986-11-12,Marry,Female,27,2019-04-10,2018-06-19
AB0681,Tegan Marquardt,Tegan,Marquardt,17,C,1973-09-27,Single,Female,40,2019-03-04,2018-02-25
AB0682,In Raynor,In,Raynor,17,P,1992-09-03,Single,Male,31,2019-06-30,2018-12-22
AB0683,Karrie Walker,Karrie,Walker,10,C,1972-05-26,Single,Male,30,2019-02-07,2018-06-01
AB0684,Cameron Gerlach,Cameron,Gerlach,13,P,1962-06-25,Marry,Male,36,2019-09-25,2018-08-15
AB0685,Gail Carroll,Gail,Carroll,20,C,1975-06-27,Single,Female,45,2019-04-07,2018-05-22
AB0686,Ellsworth Bogisich,Ellsworth,Bogisich,18,C,1970-09-26,Single,Male,32,2019-04-09,2018-03-10
AB0687,Rudolf O'Conner,Rudolf,O'Conner,13,P,1964-10-18,Marry,Female,27,2019-10-17,2018-07-16
AB0688,Kieth Cummings,Kieth,Cummings,16,P,1992-06-10,Marry,Female,50,2019-08-27,2018-06-17
AB0689,Teofila Zulauf,Teofila,Zulauf,18,P,1983-07-13,Marry,Female,39,2019-03-31,2018-05-16
AB0690,Quincy Kovacek,Quincy,Kovacek,16,C,1980-03-19,Marry,Male,43,2019-01-09,2018-12-10
AB0691,Carina Stroman,Carina,Stroman,17,C,1969-11-01,Single,Female,40,2019-08-16,2018-05-29
AB0692,Darrick Rodriguez,Darrick,Rodriguez,11,C,1963-07-21,Marry,Female,30,2019-07-02,2018-04-15
AB0693,Gussie Kuhic,Gussie,Kuhic,12,C,1992-03-27,Single,Female,28,2019-04-17,2018-04-05
AB0694,Josphine Russel,Josphine,Russel,18,C,1958-04-23,Marry,Male,27,2019-10-04,2018-01-04
AB0695,Selina Larson,Selina,Larson,16,P,1993-01-27,Single,Female,36,2019-06-24,2018-02-09
AB0696,Nikita Ullrich,Nikita,Ullrich,20,C,1963-11-17,Single,Female,46,2019-11-20,2018-07-07
AB0697,Loise Terry,Loise,Terry,17,C,1989-12-19,Marry,Male,49,2019-03-01,2018-01-10
AB0698,Ali Gleichner,Ali,Gleichner,18,C,1974-08-23,Marry,Female,30,2019-09-21,2018-09-22
AB0699,Eve Effertz,Eve,Effertz,15,C,1973-07-02,Single,Male,36,2019-06-25,2018-05-31
AB0700,Barbera Sipes,Barbera,Sipes,11,P,1991-01-29,Single,Female,50,2019-09-20,2018-06-08
AB0701,Galen Kovacek,Galen,Kovacek,11,C,1967-07-09,Marry,Male,28,2019-01-09,2018-12-28
AB0702,Noe Bergnaum,Noe,Bergnaum,20,P,1992-08-07,Single,Male,33,2019-05-20,2018-01-30
AB0703,Pearl Boyer,Pearl,Boyer,12,P,1963-09-19,Marry,Male,41,2019-06-27,2018-06-29
AB0704,Luciano Hackett,Luciano,Hackett,12,C,1967-01-20,Single,Female,47,2019-06-30,2018-05-17
AB0705,Lindsay Graham,Lindsay,Graham,12,C,1961-02-24,Single,Female,47,2019-09-11,2018-09-18
AB0706,Odell McKenzie,Odell,McKenzie,18,C,1994-03-22,Single,Female,36,2019-12-28,2018-09-16
AB0707,Annabel Casper,Annabel,Casper,16,P,1959-05-06,Marry,Male,49,2019-05-02,2018-02-10
AB0708,Tonette Jakubowski,Tonette,Jakubowski,20,C,1983-12-22,Marry,Female,27,2019-09-24,2018-06-21
AB0709,Angel Hessel,Angel,Hessel,19,C,1972-08-08,Single,Female,39,2019-12-12,2018-11-02
AB0710,Harland Runte,Harland,Runte,12,P,1981-11-16,Single,Female,27,2019-04-18,2018-08-16
AB0711,Ezequiel Gerhold,Ezequiel,Gerhold,12,C,1959-07-23,Single,Male,35,2019-11-12,2018-03-25
AB0712,Leon Maggio,Leon,Maggio,11,P,1974-06-22,Marry,Male,44,2019-09-03,2018-05-27
AB0713,Randell Treutel,Randell,Treutel,12,C,1992-10-31,Marry,Female,43,2019-10-19,2018-01-19
AB0714,Ray Hand,Ray,Hand,10,P,1967-04-11,Marry,Female,29,2019-08-18,2018-04-15
AB0715,Avis Wuckert,Avis,Wuckert,16,P,1987-06-02,Single,Male,35,2019-02-25,2018-09-08
AB0716,Jackson Robel,Jackson,Robel,11,C,1973-02-08,Marry,Male,46,2019-09-19,2018-08-24
AB0717,Bettina Hodkiewicz,Bettina,Hodkiewicz,11,P,1973-12-20,Marry,Male,32,2019-01-30,2018-02-20
AB0718,Zella Bashirian,Zella,Bashirian,19,C,1980-12-08,Single,Female,29,2019-04-21,2018-07-02
AB0719,Jacklyn Lehner,Jacklyn,Lehner,16,C,1973-07-22,Single,Male,29,2019-07-31,2018-11-03
AB0720,Guillermo Heathcote,Guillermo,Heathcote,14,C,1996-09-29,Marry,Male,46,2019-10-11,2018-05-04
